"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Marital Status"	"Marital Status Code"	"Mother's Education"	"Mother's Education Code"	Births
	"Colorado"	"08"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1450
	"Colorado"	"08"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	5771
	"Colorado"	"08"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	7177
	"Colorado"	"08"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	3039
	"Colorado"	"08"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	1263
	"Colorado"	"08"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	835
	"Connecticut"	"09"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	430
	"Connecticut"	"09"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	892
	"Connecticut"	"09"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	5378
	"Connecticut"	"09"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	6922
	"Connecticut"	"09"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	16254
	"Connecticut"	"09"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	123
	"Connecticut"	"09"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	728
	"Connecticut"	"09"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	3332
	"Connecticut"	"09"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	5005
	"Connecticut"	"09"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2794
	"Connecticut"	"09"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	869
	"Connecticut"	"09"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	146
	"Connecticut"	"09"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	459
	"Connecticut"	"09"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	893
	"Connecticut"	"09"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	5073
	"Connecticut"	"09"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	6474
	"Connecticut"	"09"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	15961
	"Connecticut"	"09"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	344
	"Connecticut"	"09"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	759
	"Connecticut"	"09"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	3167
	"Connecticut"	"09"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	5204
	"Connecticut"	"09"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2746
	"Connecticut"	"09"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	869
	"Connecticut"	"09"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	146
	"Connecticut"	"09"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	449
	"Connecticut"	"09"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	888
	"Connecticut"	"09"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	4828
	"Connecticut"	"09"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	6065
	"Connecticut"	"09"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	15718
	"Connecticut"	"09"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	345
	"Connecticut"	"09"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	779
	"Connecticut"	"09"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	3310
	"Connecticut"	"09"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	5284
	"Connecticut"	"09"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	2868
	"Connecticut"	"09"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	1020
	"Connecticut"	"09"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	164
	"Connecticut"	"09"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	497
	"Connecticut"	"09"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	845
	"Connecticut"	"09"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	4672
	"Connecticut"	"09"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	5706
	"Connecticut"	"09"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	15542
	"Connecticut"	"09"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	349
	"Connecticut"	"09"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	918
	"Connecticut"	"09"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	3300
	"Connecticut"	"09"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	5733
	"Connecticut"	"09"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	3017
	"Connecticut"	"09"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	1071
	"Connecticut"	"09"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	170
	"Delaware"	"10"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	289
	"Delaware"	"10"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	319
	"Delaware"	"10"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	1567
	"Delaware"	"10"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	1321
	"Delaware"	"10"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	2835
	"Delaware"	"10"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	251
	"Delaware"	"10"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	412
	"Delaware"	"10"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1342
	"Delaware"	"10"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	1986
	"Delaware"	"10"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	705
	"Delaware"	"10"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	210
	"Delaware"	"10"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	92
	"Delaware"	"10"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	315
	"Delaware"	"10"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	341
	"Delaware"	"10"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	1547
	"Delaware"	"10"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	1345
	"Delaware"	"10"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	2768
	"Delaware"	"10"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	242
	"Delaware"	"10"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	456
	"Delaware"	"10"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1319
	"Delaware"	"10"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	1993
	"Delaware"	"10"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	676
	"Delaware"	"10"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	262
	"Delaware"	"10"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	105
	"Delaware"	"10"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	346
	"Delaware"	"10"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	308
	"Delaware"	"10"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	1410
	"Delaware"	"10"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	1339
	"Delaware"	"10"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	2806
	"Delaware"	"10"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	278
	"Delaware"	"10"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	561
	"Delaware"	"10"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1328
	"Delaware"	"10"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	2055
	"Delaware"	"10"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	791
	"Delaware"	"10"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	303
	"Delaware"	"10"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	118
	"Delaware"	"10"	"2006"	"2006"	"Married"	"1"	"Excluded"	"999"	6533
	"Delaware"	"10"	"2006"	"2006"	"Unmarried"	"2"	"Excluded"	"999"	5456
	"District of Columbia"	"11"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	157
	"District of Columbia"	"11"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	134
	"District of Columbia"	"11"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	578
	"District of Columbia"	"11"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	421
	"District of Columbia"	"11"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	2107
	"District of Columbia"	"11"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	138
	"District of Columbia"	"11"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	264
	"District of Columbia"	"11"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	934
	"District of Columbia"	"11"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	1720
	"District of Columbia"	"11"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	574
	"District of Columbia"	"11"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	246
	"District of Columbia"	"11"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	346
	"District of Columbia"	"11"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	123
	"District of Columbia"	"11"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	118
	"District of Columbia"	"11"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	464
	"District of Columbia"	"11"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	375
	"District of Columbia"	"11"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	2272
	"District of Columbia"	"11"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	145
	"District of Columbia"	"11"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	269
	"District of Columbia"	"11"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1038
	"District of Columbia"	"11"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	1797
	"District of Columbia"	"11"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	561
	"District of Columbia"	"11"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	284
	"District of Columbia"	"11"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	487
	"District of Columbia"	"11"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	119
	"District of Columbia"	"11"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	87
	"District of Columbia"	"11"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	470
	"District of Columbia"	"11"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	423
	"District of Columbia"	"11"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	2215
	"District of Columbia"	"11"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	193
	"District of Columbia"	"11"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	311
	"District of Columbia"	"11"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	940
	"District of Columbia"	"11"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	1876
	"District of Columbia"	"11"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	519
	"District of Columbia"	"11"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	262
	"District of Columbia"	"11"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	556
	"District of Columbia"	"11"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	132
	"District of Columbia"	"11"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	111
	"District of Columbia"	"11"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	477
	"District of Columbia"	"11"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	390
	"District of Columbia"	"11"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	2324
	"District of Columbia"	"11"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	183
	"District of Columbia"	"11"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	380
	"District of Columbia"	"11"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	990
	"District of Columbia"	"11"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	2013
	"District of Columbia"	"11"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	659
	"District of Columbia"	"11"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	282
	"District of Columbia"	"11"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	582
	"Florida"	"12"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	4202
	"Florida"	"12"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	8671
	"Florida"	"12"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	35659
	"Florida"	"12"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	32338
	"Florida"	"12"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	45719
	"Florida"	"12"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	899
	"Florida"	"12"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	6547
	"Florida"	"12"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	22614
	"Florida"	"12"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	35369
	"Florida"	"12"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	14454
	"Florida"	"12"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	4703
	"Florida"	"12"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	1075
	"Florida"	"12"	"2004"	"2004"	"Married"	"1"	"Excluded"	"999"	127799
	"Florida"	"12"	"2004"	"2004"	"Unmarried"	"2"	"Excluded"	"999"	90254
	"Florida"	"12"	"2005"	"2005"	"Married"	"1"	"Excluded"	"999"	129431
	"Florida"	"12"	"2005"	"2005"	"Unmarried"	"2"	"Excluded"	"999"	96809
	"Florida"	"12"	"2006"	"2006"	"Married"	"1"	"Excluded"	"999"	131691
	"Florida"	"12"	"2006"	"2006"	"Unmarried"	"2"	"Excluded"	"999"	105111
	"Georgia"	"13"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	4365
	"Georgia"	"13"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	7353
	"Georgia"	"13"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	20824
	"Georgia"	"13"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	18596
	"Georgia"	"13"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	31054
	"Georgia"	"13"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	1933
	"Georgia"	"13"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	4556
	"Georgia"	"13"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	15678
	"Georgia"	"13"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	19138
	"Georgia"	"13"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	8635
	"Georgia"	"13"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	2511
	"Georgia"	"13"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	1336
	"Georgia"	"13"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	4702
	"Georgia"	"13"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	7357
	"Georgia"	"13"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	20457
	"Georgia"	"13"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	18234
	"Georgia"	"13"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	30892
	"Georgia"	"13"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	2845
	"Georgia"	"13"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	5204
	"Georgia"	"13"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	15776
	"Georgia"	"13"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	19799
	"Georgia"	"13"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	9297
	"Georgia"	"13"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	2603
	"Georgia"	"13"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	1683
	"Georgia"	"13"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	4477
	"Georgia"	"13"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	7455
	"Georgia"	"13"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	20979
	"Georgia"	"13"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	17916
	"Georgia"	"13"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	29976
	"Georgia"	"13"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	3690
	"Georgia"	"13"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	5171
	"Georgia"	"13"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	16396
	"Georgia"	"13"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	21838
	"Georgia"	"13"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	9658
	"Georgia"	"13"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	2738
	"Georgia"	"13"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	1906
	"Georgia"	"13"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	4532
	"Georgia"	"13"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	7679
	"Georgia"	"13"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	21140
	"Georgia"	"13"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	17999
	"Georgia"	"13"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	29501
	"Georgia"	"13"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	4786
	"Georgia"	"13"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	5639
	"Georgia"	"13"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	17389
	"Georgia"	"13"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	23854
	"Georgia"	"13"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	10928
	"Georgia"	"13"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	3040
	"Georgia"	"13"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	2146
	"Hawaii"	"15"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	115
	"Hawaii"	"15"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	431
	"Hawaii"	"15"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	4043
	"Hawaii"	"15"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	3253
	"Hawaii"	"15"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	4117
	"Hawaii"	"15"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	83
	"Hawaii"	"15"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	158
	"Hawaii"	"15"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	963
	"Hawaii"	"15"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	3153
	"Hawaii"	"15"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	1213
	"Hawaii"	"15"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	459
	"Hawaii"	"15"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	112
	"Hawaii"	"15"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	105
	"Hawaii"	"15"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	442
	"Hawaii"	"15"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	4211
	"Hawaii"	"15"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	3241
	"Hawaii"	"15"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	4064
	"Hawaii"	"15"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	120
	"Hawaii"	"15"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	130
	"Hawaii"	"15"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1062
	"Hawaii"	"15"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	3026
	"Hawaii"	"15"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	1324
	"Hawaii"	"15"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	455
	"Hawaii"	"15"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	101
	"Hawaii"	"15"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	128
	"Hawaii"	"15"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	366
	"Hawaii"	"15"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	3721
	"Hawaii"	"15"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	3167
	"Hawaii"	"15"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	3881
	"Hawaii"	"15"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	157
	"Hawaii"	"15"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	140
	"Hawaii"	"15"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1069
	"Hawaii"	"15"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	3316
	"Hawaii"	"15"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	1359
	"Hawaii"	"15"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	487
	"Hawaii"	"15"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	133
	"Hawaii"	"15"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	91
	"Hawaii"	"15"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	366
	"Hawaii"	"15"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	3863
	"Hawaii"	"15"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	3265
	"Hawaii"	"15"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	4304
	"Hawaii"	"15"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	261
	"Hawaii"	"15"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	148
	"Hawaii"	"15"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1160
	"Hawaii"	"15"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	3386
	"Hawaii"	"15"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	1453
	"Hawaii"	"15"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	527
	"Hawaii"	"15"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	158
	"Idaho"	"16"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	554
	"Idaho"	"16"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	1138
	"Idaho"	"16"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	4582
	"Idaho"	"16"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	5732
	"Idaho"	"16"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	4184
	"Idaho"	"16"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	745
	"Idaho"	"16"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	297
	"Idaho"	"16"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	1288
	"Idaho"	"16"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	1995
	"Idaho"	"16"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	765
	"Idaho"	"16"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	161
	"Idaho"	"16"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	359
	"Idaho"	"16"	"2004"	"2004"	"Married"	"1"	"Excluded"	"999"	17433
	"Idaho"	"16"	"2004"	"2004"	"Unmarried"	"2"	"Excluded"	"999"	5099
	"Idaho"	"16"	"2005"	"2005"	"Married"	"1"	"Excluded"	"999"	17772
	"Idaho"	"16"	"2005"	"2005"	"Unmarried"	"2"	"Excluded"	"999"	5290
	"Idaho"	"16"	"2006"	"2006"	"Married"	"1"	"Excluded"	"999"	18306
	"Idaho"	"16"	"2006"	"2006"	"Unmarried"	"2"	"Excluded"	"999"	5878
	"Illinois"	"17"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	6586
	"Illinois"	"17"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	7376
	"Illinois"	"17"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	24774
	"Illinois"	"17"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	26802
	"Illinois"	"17"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	50979
