"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Marital Status"	"Marital Status Code"	"Mother's Education"	"Mother's Education Code"	Births
	"Maine"	"23"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	414
	"Maine"	"23"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	90
	"Maryland"	"24"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	1145
	"Maryland"	"24"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	1530
	"Maryland"	"24"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	9900
	"Maryland"	"24"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	9752
	"Maryland"	"24"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	25875
	"Maryland"	"24"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	644
	"Maryland"	"24"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1641
	"Maryland"	"24"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	5476
	"Maryland"	"24"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	11205
	"Maryland"	"24"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	4787
	"Maryland"	"24"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	2474
	"Maryland"	"24"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	501
	"Maryland"	"24"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	1118
	"Maryland"	"24"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	1531
	"Maryland"	"24"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	9380
	"Maryland"	"24"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	9297
	"Maryland"	"24"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	26080
	"Maryland"	"24"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	570
	"Maryland"	"24"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1747
	"Maryland"	"24"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	5658
	"Maryland"	"24"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	11205
	"Maryland"	"24"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	4918
	"Maryland"	"24"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	2573
	"Maryland"	"24"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	551
	"Maryland"	"24"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	1223
	"Maryland"	"24"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	1468
	"Maryland"	"24"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	8922
	"Maryland"	"24"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	9328
	"Maryland"	"24"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	25523
	"Maryland"	"24"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	709
	"Maryland"	"24"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	2071
	"Maryland"	"24"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	5717
	"Maryland"	"24"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	11428
	"Maryland"	"24"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	5206
	"Maryland"	"24"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	2777
	"Maryland"	"24"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	608
	"Maryland"	"24"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	1374
	"Maryland"	"24"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	1473
	"Maryland"	"24"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	8634
	"Maryland"	"24"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	8942
	"Maryland"	"24"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	25405
	"Maryland"	"24"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	936
	"Maryland"	"24"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	2430
	"Maryland"	"24"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	6015
	"Maryland"	"24"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	12788
	"Maryland"	"24"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	5668
	"Maryland"	"24"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	3176
	"Maryland"	"24"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	653
	"Massachusetts"	"25"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	884
	"Massachusetts"	"25"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	1707
	"Massachusetts"	"25"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	9893
	"Massachusetts"	"25"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	12140
	"Massachusetts"	"25"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	33169
	"Massachusetts"	"25"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	128
	"Massachusetts"	"25"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1318
	"Massachusetts"	"25"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	5517
	"Massachusetts"	"25"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	8417
	"Massachusetts"	"25"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	4960
	"Massachusetts"	"25"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	1972
	"Massachusetts"	"25"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	79
	"Massachusetts"	"25"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	885
	"Massachusetts"	"25"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	1706
	"Massachusetts"	"25"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	9098
	"Massachusetts"	"25"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	11508
	"Massachusetts"	"25"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	32676
	"Massachusetts"	"25"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	219
	"Massachusetts"	"25"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1315
	"Massachusetts"	"25"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	5720
	"Massachusetts"	"25"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	8485
	"Massachusetts"	"25"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	4855
	"Massachusetts"	"25"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	1932
	"Massachusetts"	"25"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	85
	"Massachusetts"	"25"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	822
	"Massachusetts"	"25"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	1409
	"Massachusetts"	"25"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	9027
	"Massachusetts"	"25"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	10871
	"Massachusetts"	"25"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	31279
	"Massachusetts"	"25"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	275
	"Massachusetts"	"25"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1442
	"Massachusetts"	"25"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	4767
	"Massachusetts"	"25"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	9866
	"Massachusetts"	"25"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	5102
	"Massachusetts"	"25"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	1909
	"Massachusetts"	"25"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	96
	"Massachusetts"	"25"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	877
	"Massachusetts"	"25"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	1304
	"Massachusetts"	"25"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	9192
	"Massachusetts"	"25"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	10023
	"Massachusetts"	"25"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	30965
	"Massachusetts"	"25"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	331
	"Massachusetts"	"25"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1509
	"Massachusetts"	"25"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	4772
	"Massachusetts"	"25"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	11016
	"Massachusetts"	"25"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	5586
	"Massachusetts"	"25"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	1984
	"Massachusetts"	"25"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	117
	"Michigan"	"26"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	2436
	"Michigan"	"26"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	4265
	"Michigan"	"26"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	22298
	"Michigan"	"26"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	22053
	"Michigan"	"26"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	32773
	"Michigan"	"26"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	1883
	"Michigan"	"26"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1880
	"Michigan"	"26"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	13626
	"Michigan"	"26"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	18436
	"Michigan"	"26"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	8346
	"Michigan"	"26"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	1930
	"Michigan"	"26"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	1168
	"Michigan"	"26"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	2154
	"Michigan"	"26"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	4336
	"Michigan"	"26"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	21215
	"Michigan"	"26"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	20639
	"Michigan"	"26"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	33137
	"Michigan"	"26"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	2015
	"Michigan"	"26"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1871
	"Michigan"	"26"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	13434
	"Michigan"	"26"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	18602
	"Michigan"	"26"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	8828
	"Michigan"	"26"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	2195
	"Michigan"	"26"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	1350
	"Michigan"	"26"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	2214
	"Michigan"	"26"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	3965
	"Michigan"	"26"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	19851
	"Michigan"	"26"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	20417
	"Michigan"	"26"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	33313
	"Michigan"	"26"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	1196
	"Michigan"	"26"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1938
	"Michigan"	"26"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	13519
	"Michigan"	"26"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	18993
	"Michigan"	"26"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	9211
	"Michigan"	"26"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	2217
	"Michigan"	"26"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	872
	"Michigan"	"26"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	2345
	"Michigan"	"26"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	3657
	"Michigan"	"26"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	18499
	"Michigan"	"26"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	19636
	"Michigan"	"26"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	32799
	"Michigan"	"26"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	1667
	"Michigan"	"26"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1816
	"Michigan"	"26"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	13603
	"Michigan"	"26"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	20253
	"Michigan"	"26"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	9754
	"Michigan"	"26"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	2454
	"Michigan"	"26"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	1000
	"Minnesota"	"27"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	1013
	"Minnesota"	"27"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	1367
	"Minnesota"	"27"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	9675
	"Minnesota"	"27"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	13738
	"Minnesota"	"27"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	24191
	"Minnesota"	"27"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	641
	"Minnesota"	"27"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	804
	"Minnesota"	"27"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	4168
	"Minnesota"	"27"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	8167
	"Minnesota"	"27"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	4342
	"Minnesota"	"27"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	1362
	"Minnesota"	"27"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	582
	"Minnesota"	"27"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	996
	"Minnesota"	"27"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	1375
	"Minnesota"	"27"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	9160
	"Minnesota"	"27"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	13315
	"Minnesota"	"27"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	24639
	"Minnesota"	"27"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	651
	"Minnesota"	"27"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	885
	"Minnesota"	"27"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	4268
	"Minnesota"	"27"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	8613
	"Minnesota"	"27"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	4552
	"Minnesota"	"27"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	1446
	"Minnesota"	"27"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	724
	"Minnesota"	"27"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	1166
	"Minnesota"	"27"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	1362
	"Minnesota"	"27"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	8875
	"Minnesota"	"27"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	13318
	"Minnesota"	"27"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	24385
	"Minnesota"	"27"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	707
	"Minnesota"	"27"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	848
	"Minnesota"	"27"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	4186
	"Minnesota"	"27"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	8895
	"Minnesota"	"27"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	4911
	"Minnesota"	"27"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	1443
	"Minnesota"	"27"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	823
	"Minnesota"	"27"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	1180
	"Minnesota"	"27"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	1422
	"Minnesota"	"27"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	8601
	"Minnesota"	"27"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	12727
	"Minnesota"	"27"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	24333
	"Minnesota"	"27"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	1921
	"Minnesota"	"27"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1050
	"Minnesota"	"27"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	4534
	"Minnesota"	"27"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	9370
	"Minnesota"	"27"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	5418
	"Minnesota"	"27"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	1665
	"Minnesota"	"27"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	1304
	"Mississippi"	"28"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	587
	"Mississippi"	"28"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	2253
	"Mississippi"	"28"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	5921
	"Mississippi"	"28"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	6578
	"Mississippi"	"28"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	7058
	"Mississippi"	"28"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	57
	"Mississippi"	"28"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1073
	"Mississippi"	"28"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	6256
	"Mississippi"	"28"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	7286
	"Mississippi"	"28"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	4312
	"Mississippi"	"28"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	918
	"Mississippi"	"28"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	81
	"Mississippi"	"28"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	577
	"Mississippi"	"28"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	2119
	"Mississippi"	"28"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	5387
	"Mississippi"	"28"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	6019
	"Mississippi"	"28"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	6583
	"Mississippi"	"28"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	1437
	"Mississippi"	"28"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1178
	"Mississippi"	"28"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	6322
	"Mississippi"	"28"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	7382
	"Mississippi"	"28"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	4485
	"Mississippi"	"28"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	952
	"Mississippi"	"28"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	386
	"Mississippi"	"28"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	536
	"Mississippi"	"28"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	1967
	"Mississippi"	"28"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	5133
	"Mississippi"	"28"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	5906
	"Mississippi"	"28"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	6415
	"Mississippi"	"28"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	1474
	"Mississippi"	"28"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1221
	"Mississippi"	"28"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	6125
	"Mississippi"	"28"	"2005"	"2005"	"Unmarried"	"2"	"12 years"	"19178"	7655
	"Mississippi"	"28"	"2005"	"2005"	"Unmarried"	"2"	"13 - 15 years"	"19179"	4569
	"Mississippi"	"28"	"2005"	"2005"	"Unmarried"	"2"	"16 years and over"	"16+"	979
	"Mississippi"	"28"	"2005"	"2005"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	415
	"Mississippi"	"28"	"2006"	"2006"	"Married"	"1"	"0 -  8 years"	"19176"	619
	"Mississippi"	"28"	"2006"	"2006"	"Married"	"1"	"9 - 11 years"	"19177"	2048
	"Mississippi"	"28"	"2006"	"2006"	"Married"	"1"	"12 years"	"19178"	5051
	"Mississippi"	"28"	"2006"	"2006"	"Married"	"1"	"13 - 15 years"	"19179"	6057
	"Mississippi"	"28"	"2006"	"2006"	"Married"	"1"	"16 years and over"	"16+"	6549
	"Mississippi"	"28"	"2006"	"2006"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	1402
	"Mississippi"	"28"	"2006"	"2006"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1457
	"Mississippi"	"28"	"2006"	"2006"	"Unmarried"	"2"	"9 - 11 years"	"19177"	7246
	"Mississippi"	"28"	"2006"	"2006"	"Unmarried"	"2"	"12 years"	"19178"	8817
	"Mississippi"	"28"	"2006"	"2006"	"Unmarried"	"2"	"13 - 15 years"	"19179"	5228
	"Mississippi"	"28"	"2006"	"2006"	"Unmarried"	"2"	"16 years and over"	"16+"	1146
	"Mississippi"	"28"	"2006"	"2006"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	436
	"Missouri"	"29"	"2003"	"2003"	"Married"	"1"	"0 -  8 years"	"19176"	1232
	"Missouri"	"29"	"2003"	"2003"	"Married"	"1"	"9 - 11 years"	"19177"	3351
	"Missouri"	"29"	"2003"	"2003"	"Married"	"1"	"12 years"	"19178"	12597
	"Missouri"	"29"	"2003"	"2003"	"Married"	"1"	"13 - 15 years"	"19179"	12494
	"Missouri"	"29"	"2003"	"2003"	"Married"	"1"	"16 years and over"	"16+"	19623
	"Missouri"	"29"	"2003"	"2003"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	322
	"Missouri"	"29"	"2003"	"2003"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1178
	"Missouri"	"29"	"2003"	"2003"	"Unmarried"	"2"	"9 - 11 years"	"19177"	8528
	"Missouri"	"29"	"2003"	"2003"	"Unmarried"	"2"	"12 years"	"19178"	11160
	"Missouri"	"29"	"2003"	"2003"	"Unmarried"	"2"	"13 - 15 years"	"19179"	5007
	"Missouri"	"29"	"2003"	"2003"	"Unmarried"	"2"	"16 years and over"	"16+"	1154
	"Missouri"	"29"	"2003"	"2003"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	399
	"Missouri"	"29"	"2004"	"2004"	"Married"	"1"	"0 -  8 years"	"19176"	1303
	"Missouri"	"29"	"2004"	"2004"	"Married"	"1"	"9 - 11 years"	"19177"	3294
	"Missouri"	"29"	"2004"	"2004"	"Married"	"1"	"12 years"	"19178"	11963
	"Missouri"	"29"	"2004"	"2004"	"Married"	"1"	"13 - 15 years"	"19179"	12370
	"Missouri"	"29"	"2004"	"2004"	"Married"	"1"	"16 years and over"	"16+"	19665
	"Missouri"	"29"	"2004"	"2004"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	429
	"Missouri"	"29"	"2004"	"2004"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1270
	"Missouri"	"29"	"2004"	"2004"	"Unmarried"	"2"	"9 - 11 years"	"19177"	8586
	"Missouri"	"29"	"2004"	"2004"	"Unmarried"	"2"	"12 years"	"19178"	11750
	"Missouri"	"29"	"2004"	"2004"	"Unmarried"	"2"	"13 - 15 years"	"19179"	5232
	"Missouri"	"29"	"2004"	"2004"	"Unmarried"	"2"	"16 years and over"	"16+"	1398
	"Missouri"	"29"	"2004"	"2004"	"Unmarried"	"2"	"Not stated/Not on certificate"	"NR"	505
	"Missouri"	"29"	"2005"	"2005"	"Married"	"1"	"0 -  8 years"	"19176"	1285
	"Missouri"	"29"	"2005"	"2005"	"Married"	"1"	"9 - 11 years"	"19177"	3187
	"Missouri"	"29"	"2005"	"2005"	"Married"	"1"	"12 years"	"19178"	11535
	"Missouri"	"29"	"2005"	"2005"	"Married"	"1"	"13 - 15 years"	"19179"	11867
	"Missouri"	"29"	"2005"	"2005"	"Married"	"1"	"16 years and over"	"16+"	18831
	"Missouri"	"29"	"2005"	"2005"	"Married"	"1"	"Not stated/Not on certificate"	"NR"	2201
	"Missouri"	"29"	"2005"	"2005"	"Unmarried"	"2"	"0 -  8 years"	"19176"	1307
	"Missouri"	"29"	"2005"	"2005"	"Unmarried"	"2"	"9 - 11 years"	"19177"	8476
